WEEK_NUMBER,WEEK_NUMBER_LIVE_SHOW,ARTIST,PLAY_COUNT,PLAY_COUNT_BEFORE,PLAY_COUNT_AFTER
51,18,Hibou,6,0,6
51,19,Luna,2,0,2
51,22,Sofi Tukker,2,0,2
51,23,Clinton Fearon,5,0,5
51,26,KAINA,2,0,2
51,26,Sen Morimoto,3,0,3
51,27,Superchunk,4,0,4
51,30,Caroline Polachek,13,0,13
51,31,Rose City Band,1,0,1
51,34,Digable Planets,4,0,4
51,34,Kassa Overall,2,0,2
51,37,Deerhoof,1,0,1
51,41,Jeremy Dutcher,2,0,2
51,44,Nabihah Iqbal,2,0,2
51,46,Spirit Award,2,0,2
51,47,Black Belt Eagle Scout,9,0,9
51,50,The Budos Band,4,0,4
51,51,The Mountain Goats,8,8,0
52,1,TEKE::TEKE,1,0,1
52,2,Ethel Cain,1,0,1
52,3,Hania Rani,4,0,4
52,4,Ibibio Sound Machine,10,0,10
52,5,Julia Jacklin,2,0,2
52,7,King Gizzard & the Lizard Wizard,1,0,1
52,8,Amyl and The Sniffers,7,0,7
52,11,Spellling,2,0,2
52,12,Xenia Rubinos,2,0,2
52,12,tUnE-yArDs,3,0,3
52,13,Khruangbin,10,0,10
52,13,Say She She,10,0,10
52,14,beabadoobee,2,0,2
52,18,Hibou,7,0,7
52,21,Pierre Kwenders,1,0,1
52,23,Clinton Fearon,2,0,2
52,24,Viagra Boys,4,0,4
52,26,KAINA,3,0,3
52,26,Sen Morimoto,2,0,2
52,27,Superchunk,1,0,1
52,30,Caroline Polachek,16,0,16
52,31,Rose City Band,1,0,1
52,34,Digable Planets,6,0,6
52,34,Kassa Overall,4,0,4
52,34,Vieux Farka Touré et Khruangbin,1,0,1
52,39,MAITA,3,0,3
52,44,Nabihah Iqbal,6,0,6
52,46,Spirit Award,5,0,5
52,47,Black Belt Eagle Scout,7,0,7
52,50,The Budos Band,4,0,4
52,51,The Mountain Goats,1,0,1
53,1,TEKE::TEKE,1,0,1
53,8,Amyl and The Sniffers,1,0,1
53,12,Xenia Rubinos,1,0,1
53,13,Khruangbin,3,0,3
53,19,Luna,1,0,1
53,22,Sofi Tukker,1,0,1
53,23,Clinton Fearon,2,0,2
53,26,Sen Morimoto,1,0,1
53,30,Caroline Polachek,3,0,3
53,31,Rose City Band,1,0,1
53,34,Digable Planets,2,0,2
53,34,Kassa Overall,1,0,1
53,46,Spirit Award,2,0,2
53,47,Black Belt Eagle Scout,1,0,1
53,50,The Budos Band,4,0,4
53,51,The Mountain Goats,1,0,1
