WEEK_NUMBER,WEEK_NUMBER_LIVE_SHOW,ARTIST,PLAY_COUNT,PLAY_COUNT_BEFORE,PLAY_COUNT_AFTER
1,1,TEKE::TEKE,5,5,0
1,4,Ibibio Sound Machine,4,4,0
1,7,King Gizzard & the Lizard Wizard,2,2,0
1,7,King Gizzard and the Lizard Wizard,1,1,0
1,8,Amyl and The Sniffers,2,2,0
1,11,Spellling,1,1,0
1,12,Xenia Rubinos,2,2,0
1,12,tUnE-yArDs,1,1,0
1,13,Khruangbin,6,6,0
1,13,Say She She,2,2,0
1,14,beabadoobee,2,2,0
1,18,Hibou,7,7,0
1,19,Luna,3,3,0
1,21,Pierre Kwenders,1,1,0
1,22,Sofi Tukker,1,1,0
1,23,Clinton Fearon,7,7,0
1,24,Viagra Boys,1,1,0
1,26,KAINA,2,2,0
1,27,Superchunk,2,2,0
1,30,Caroline Polachek,7,7,0
1,34,Digable Planets,6,6,0
1,34,Kassa Overall,1,1,0
1,35,All Them Witches,1,1,0
1,39,MAITA,1,1,0
1,45,Tamikrest,1,1,0
1,46,Spirit Award,1,1,0
1,47,Black Belt Eagle Scout,11,11,0
1,50,The Budos Band,6,6,0
1,51,The Mountain Goats,3,3,0
2,1,TEKE::TEKE,2,0,2
2,2,Ethel Cain,4,4,0
2,4,Ibibio Sound Machine,5,5,0
2,5,Julia Jacklin,1,1,0
2,8,Amyl and The Sniffers,2,2,0
2,11,Spellling,1,1,0
2,12,Xenia Rubinos,1,1,0
2,12,tUnE-yArDs,2,2,0
2,13,Khruangbin,10,10,0
2,14,beabadoobee,1,1,0
2,15,Duo Ruut,1,1,0
2,18,Hibou,10,10,0
2,19,Luna,1,1,0
2,22,Sofi Tukker,4,4,0
2,23,Clinton Fearon,11,11,0
2,24,Viagra Boys,9,9,0
2,26,KAINA,3,3,0
2,26,Sen Morimoto,2,2,0
2,27,Superchunk,1,1,0
2,29,Los Mirlos,1,1,0
2,30,Caroline Polachek,9,9,0
2,34,Digable Planets,19,19,0
2,34,Kassa Overall,1,1,0
2,35,All Them Witches,1,1,0
2,37,Deerhoof,2,2,0
2,39,MAITA,2,2,0
2,45,Tamikrest,1,1,0
2,47,Black Belt Eagle Scout,5,5,0
2,50,The Budos Band,1,1,0
3,1,TEKE::TEKE,1,0,1
3,3,Hania Rani,4,4,0
3,4,Ibibio Sound Machine,8,8,0
3,11,Spellling,3,3,0
3,12,Xenia Rubinos,1,1,0
3,12,tUnE-yArDs,1,1,0
3,13,Khruangbin,6,6,0
3,13,Say She She,1,1,0
3,14,beabadoobee,1,1,0
3,15,Duo Ruut,3,3,0
3,18,Hibou,11,11,0
3,19,Luna,4,4,0
3,23,Clinton Fearon,7,7,0
3,24,Viagra Boys,1,1,0
3,26,KAINA,2,2,0
3,26,Sen Morimoto,1,1,0
3,27,Superchunk,3,3,0
3,28,Austin TV,1,1,0
3,30,Caroline Polachek,7,7,0
3,34,Digable Planets,5,5,0
3,34,Kassa Overall,3,3,0
3,40,The Album Leaf,1,1,0
3,41,Jeremy Dutcher,1,1,0
3,43,Tinariwen,1,1,0
3,46,Spirit Award,3,3,0
3,47,Black Belt Eagle Scout,9,9,0
3,50,The Budos Band,3,3,0
4,3,Hania Rani,1,0,1
4,4,Ibibio Sound Machine,15,15,0
4,5,Julia Jacklin,2,2,0
4,6,Bandalos Chinos,1,1,0
4,8,Amyl and The Sniffers,1,1,0
4,9,Otoboke Beaver,1,1,0
4,11,Spellling,1,1,0
4,12,Xenia Rubinos,2,2,0
4,12,tUnE-yArDs,4,4,0
4,13,Khruangbin,6,6,0
4,13,Say She She,1,1,0
4,14,beabadoobee,1,1,0
4,17,Danielle Ponder,4,4,0
4,18,Hibou,8,8,0
4,19,Luna,2,2,0
4,21,Pierre Kwenders,1,1,0
4,22,Sofi Tukker,1,1,0
4,23,Clinton Fearon,4,4,0
4,24,Viagra Boys,2,2,0
4,25,Mabe Fratti,1,1,0
4,26,KAINA,2,2,0
4,26,Sen Morimoto,2,2,0
4,27,Superchunk,3,3,0
4,30,Caroline Polachek,8,8,0
4,34,Digable Planets,3,3,0
4,34,Kassa Overall,2,2,0
4,35,All Them Witches,2,2,0
4,37,Deerhoof,2,2,0
4,39,MAITA,2,2,0
4,46,Spirit Award,6,6,0
4,47,Black Belt Eagle Scout,4,4,0
4,50,The Budos Band,1,1,0
5,4,Ibibio Sound Machine,6,0,6
5,5,Julia Jacklin,5,5,0
5,8,Amyl and The Sniffers,2,2,0
5,12,Xenia Rubinos,1,1,0
5,12,tUnE-yArDs,8,8,0
5,13,Khruangbin,4,4,0
5,14,beabadoobee,2,2,0
5,18,Hibou,3,3,0
5,19,Luna,3,3,0
5,21,Pierre Kwenders,2,2,0
5,23,Clinton Fearon,1,1,0
5,27,Superchunk,1,1,0
5,30,Caroline Polachek,4,4,0
5,34,Digable Planets,16,16,0
5,34,Kassa Overall,2,2,0
5,35,All Them Witches,2,2,0
5,39,MAITA,1,1,0
5,40,The Album Leaf,1,1,0
5,43,Tinariwen,1,1,0
5,46,Spirit Award,4,4,0
5,47,Black Belt Eagle Scout,5,5,0
6,1,TEKE::TEKE,2,0,2
6,4,Ibibio Sound Machine,5,0,5
6,6,Bandalos Chinos,6,6,0
6,7,King Gizzard & the Lizard Wizard,1,1,0
6,8,Amyl and The Sniffers,2,2,0
6,12,Xenia Rubinos,2,2,0
6,12,tUnE-yArDs,7,7,0
6,13,Khruangbin,2,2,0
6,13,Say She She,2,2,0
6,14,beabadoobee,1,1,0
6,17,Danielle Ponder,1,1,0
6,18,Hibou,4,4,0
6,19,Luna,1,1,0
6,21,Pierre Kwenders,1,1,0
6,22,Sofi Tukker,1,1,0
6,23,Clinton Fearon,1,1,0
6,24,Viagra Boys,2,2,0
6,26,KAINA,3,3,0
6,26,Sen Morimoto,1,1,0
6,30,Caroline Polachek,10,10,0
6,31,Rose City Band,2,2,0
6,34,Digable Planets,13,13,0
6,34,Kassa Overall,6,6,0
6,35,All Them Witches,1,1,0
6,40,The Album Leaf,1,1,0
6,46,Spirit Award,6,6,0
6,47,Black Belt Eagle Scout,11,11,0
6,48,47SOUL,1,1,0
6,49,Youth Lagoon,1,1,0
6,50,The Budos Band,1,1,0
6,51,The Mountain Goats,2,2,0
7,1,TEKE::TEKE,1,0,1
7,4,Ibibio Sound Machine,6,0,6
7,5,Julia Jacklin,1,0,1
7,7,King Gizzard & the Lizard Wizard,1,1,0
7,7,King Gizzard and the Lizard Wizard,2,2,0
7,8,Deathwish,2,2,0
7,11,Spellling,2,2,0
7,12,Xenia Rubinos,1,1,0
7,12,tUnE-yArDs,6,6,0
7,13,Khruangbin,4,4,0
7,13,Say She She,1,1,0
7,14,beabadoobee,1,1,0
7,18,Hibou,4,4,0
7,21,Pierre Kwenders,2,2,0
7,22,Sofi Tukker,1,1,0
7,23,Clinton Fearon,2,2,0
7,24,Viagra Boys,1,1,0
7,25,Mabe Fratti,1,1,0
7,27,Superchunk,3,3,0
7,29,Los Mirlos,1,1,0
7,30,Caroline Polachek,16,16,0
7,31,Rose City Band,2,2,0
7,34,Digable Planets,5,5,0
7,34,Kassa Overall,11,11,0
7,37,Deerhoof,1,1,0
7,39,NONBINARY GIRLFRIEND,1,1,0
7,41,The Halluci Nation,1,1,0
7,46,Spirit Award,3,3,0
7,47,Black Belt Eagle Scout,12,12,0
7,50,The Budos Band,4,4,0
7,51,The Mountain Goats,3,3,0
8,1,TEKE::TEKE,1,0,1
8,4,Ibibio Sound Machine,10,0,10
8,5,Julia Jacklin,1,0,1
8,7,King Gizzard & the Lizard Wizard,1,0,1
8,8,Amyl and The Sniffers,6,6,0
8,8,Deathwish,1,1,0
8,12,Xenia Rubinos,1,1,0
8,12,tUnE-yArDs,6,6,0
8,13,Khruangbin,1,1,0
8,18,Hibou,3,3,0
8,21,Pierre Kwenders,3,3,0
8,22,Sofi Tukker,1,1,0
8,23,Clinton Fearon,4,4,0
8,24,Viagra Boys,2,2,0
8,25,Mabe Fratti,1,1,0
8,27,Superchunk,3,3,0
8,28,Austin TV,1,1,0
8,29,Los Mirlos,1,1,0
8,30,Caroline Polachek,15,15,0
8,31,Rose City Band,1,1,0
8,32,Party Dozen,1,1,0
8,34,Digable Planets,5,5,0
8,34,Kassa Overall,8,8,0
8,39,MAITA,1,1,0
8,40,The Album Leaf,1,1,0
8,43,Tinariwen,3,3,0
8,45,Tamikrest,1,1,0
8,46,Spirit Award,3,3,0
8,47,Black Belt Eagle Scout,8,8,0
8,50,The Budos Band,6,6,0
9,1,TEKE::TEKE,1,0,1
9,4,Ibibio Sound Machine,7,0,7
9,6,Bandalos Chinos,1,0,1
9,8,Amyl and The Sniffers,2,0,2
9,9,Otoboke Beaver,5,5,0
9,11,Spellling,1,1,0
9,12,Xenia Rubinos,1,1,0
9,12,tUnE-yArDs,9,9,0
9,13,Khruangbin,3,3,0
9,13,Say She She,2,2,0
9,14,beabadoobee,2,2,0
9,18,Hibou,2,2,0
9,19,Luna,2,2,0
9,21,Pierre Kwenders,6,6,0
9,22,Sofi Tukker,2,2,0
9,23,Clinton Fearon,5,5,0
9,24,Viagra Boys,8,8,0
9,26,KAINA,2,2,0
9,27,Superchunk,4,4,0
9,28,Austin TV,1,1,0
9,29,Los Mirlos,1,1,0
9,30,Caroline Polachek,11,11,0
9,31,Rose City Band,2,2,0
9,34,Digable Planets,13,13,0
9,34,Kassa Overall,9,9,0
9,37,Deerhoof,1,1,0
9,39,MAITA,1,1,0
9,44,Nabihah Iqbal,4,4,0
9,46,Spirit Award,2,2,0
9,47,Black Belt Eagle Scout,8,8,0
9,51,The Mountain Goats,1,1,0
10,1,TEKE::TEKE,1,0,1
10,3,Hania Rani,1,0,1
10,4,Ibibio Sound Machine,8,0,8
10,5,Julia Jacklin,2,0,2
10,8,Amyl and The Sniffers,2,0,2
10,9,Otoboke Beaver,1,0,1
10,10,Preoccupations,5,5,0
10,12,Xenia Rubinos,1,1,0
10,12,tUnE-yArDs,1,1,0
10,13,Khruangbin,2,2,0
10,13,Say She She,1,1,0
10,14,beabadoobee,1,1,0
10,18,Hibou,1,1,0
10,22,Sofi Tukker,1,1,0
10,23,Clinton Fearon,2,2,0
10,24,Viagra Boys,2,2,0
10,27,Superchunk,1,1,0
10,30,Caroline Polachek,10,10,0
10,31,Rose City Band,1,1,0
10,32,Party Dozen,2,2,0
10,34,Digable Planets,5,5,0
10,34,Kassa Overall,3,3,0
10,39,MAITA,1,1,0
10,40,The Album Leaf,1,1,0
10,44,Nabihah Iqbal,1,1,0
10,46,Spirit Award,2,2,0
10,47,Black Belt Eagle Scout,4,4,0
10,49,Youth Lagoon,2,2,0
10,51,The Mountain Goats,1,1,0
11,1,TEKE::TEKE,2,0,2
11,3,Hania Rani,1,0,1
11,4,Ibibio Sound Machine,11,0,11
11,7,King Gizzard & the Lizard Wizard,1,0,1
11,8,Amyl and The Sniffers,1,0,1
11,11,Spellling,6,6,0
11,12,Xenia Rubinos,3,3,0
11,12,tUnE-yArDs,5,5,0
11,13,Khruangbin,3,3,0
11,13,Say She She,1,1,0
11,14,beabadoobee,2,2,0
11,17,Danielle Ponder,1,1,0
11,19,Luna,2,2,0
11,21,Pierre Kwenders,2,2,0
11,22,Sofi Tukker,1,1,0
11,23,Clinton Fearon,7,7,0
11,24,Viagra Boys,2,2,0
11,25,Mabe Fratti,1,1,0
11,26,KAINA,2,2,0
11,26,Sen Morimoto,1,1,0
11,27,Superchunk,6,6,0
11,28,Austin TV,1,1,0
11,29,Los Mirlos,1,1,0
11,30,Caroline Polachek,6,6,0
11,31,Rose City Band,1,1,0
11,34,Digable Planets,12,12,0
11,34,Kassa Overall,3,3,0
11,37,Deerhoof,1,1,0
11,39,MAITA,1,1,0
11,43,Tinariwen,1,1,0
11,44,Nabihah Iqbal,2,2,0
11,46,Spirit Award,5,5,0
11,49,Youth Lagoon,1,1,0
11,51,The Mountain Goats,1,1,0
12,1,TEKE::TEKE,2,0,2
12,3,Hania Rani,2,0,2
12,4,Ibibio Sound Machine,18,0,18
12,5,Julia Jacklin,2,0,2
12,8,Amyl and The Sniffers,3,0,3
12,9,Otoboke Beaver,1,0,1
12,10,Preoccupations,1,0,1
12,11,Spellling,1,0,1
12,12,Xenia Rubinos,7,7,0
12,12,tUnE-yArDs,15,15,0
12,13,Khruangbin,4,4,0
12,13,Say She She,8,8,0
12,14,beabadoobee,3,3,0
12,17,Danielle Ponder,2,2,0
12,18,Hibou,2,2,0
12,19,Luna,2,2,0
12,21,Pierre Kwenders,3,3,0
12,22,Sofi Tukker,2,2,0
12,23,Clinton Fearon,2,2,0
12,26,KAINA,1,1,0
12,26,Sen Morimoto,1,1,0
12,27,Superchunk,2,2,0
12,28,Austin TV,1,1,0
12,29,Los Mirlos,1,1,0
12,30,Caroline Polachek,12,12,0
12,31,Rose City Band,1,1,0
12,34,Digable Planets,4,4,0
12,34,High Pulp,2,2,0
12,34,Kassa Overall,6,6,0
12,35,All Them Witches,1,1,0
12,39,MAITA,1,1,0
12,40,The Album Leaf,1,1,0
12,42,JoyCut,1,1,0
12,44,Nabihah Iqbal,1,1,0
12,45,Tamikrest,1,1,0
12,46,Spirit Award,7,7,0
12,47,Black Belt Eagle Scout,9,9,0
12,49,Youth Lagoon,1,1,0
12,50,The Budos Band,1,1,0
12,51,The Mountain Goats,3,3,0
13,1,TEKE::TEKE,1,0,1
13,2,Ethel Cain,2,0,2
13,4,Ibibio Sound Machine,12,0,12
13,5,Julia Jacklin,1,0,1
13,7,King Gizzard & the Lizard Wizard,2,0,2
13,8,Amyl and The Sniffers,2,0,2
13,11,Spellling,2,0,2
13,12,Xenia Rubinos,2,0,2
13,12,tUnE-yArDs,12,0,12
13,13,Khruangbin,7,7,0
13,13,Say She She,11,11,0
13,14,beabadoobee,9,9,0
13,19,Luna,1,1,0
13,21,Pierre Kwenders,4,4,0
13,23,Clinton Fearon,5,5,0
13,24,Live on KEXP,1,1,0
13,25,Mabe Fratti,1,1,0
13,26,KAINA,3,3,0
13,27,Superchunk,2,2,0
13,28,Austin TV,1,1,0
13,30,Caroline Polachek,7,7,0
13,31,Rose City Band,4,4,0
13,32,Party Dozen,5,5,0
13,33,Zeta,1,1,0
13,34,Digable Planets,2,2,0
13,34,Kassa Overall,9,9,0
13,34,Vieux Farka Touré,1,1,0
13,35,All Them Witches,2,2,0
13,37,Deerhoof,5,5,0
13,39,MAITA,1,1,0
13,39,NONBINARY GIRLFRIEND,1,1,0
13,41,Jeremy Dutcher,1,1,0
13,43,Tinariwen,1,1,0
13,44,Nabihah Iqbal,3,3,0
13,46,Spirit Award,11,11,0
13,47,Black Belt Eagle Scout,5,5,0
13,50,The Budos Band,1,1,0
13,51,The Mountain Goats,6,6,0
14,1,TEKE::TEKE,4,0,4
14,3,Hania Rani,1,0,1
14,4,Ibibio Sound Machine,15,0,15
14,7,King Gizzard & the Lizard Wizard,4,0,4
14,8,Amyl and The Sniffers,2,0,2
14,9,Otoboke Beaver,1,0,1
14,10,Preoccupations,1,0,1
14,11,Spellling,1,0,1
14,12,Xenia Rubinos,1,0,1
14,12,tUnE-yArDs,14,0,14
14,13,Khruangbin,2,0,2
14,13,Say She She,3,0,3
14,14,beabadoobee,10,10,0
14,18,Hibou,2,2,0
14,19,Luna,3,3,0
14,22,Sofi Tukker,2,2,0
14,23,Clinton Fearon,6,6,0
14,24,Viagra Boys,1,1,0
14,26,KAINA,1,1,0
14,26,Sen Morimoto,1,1,0
14,27,Superchunk,7,7,0
14,30,Caroline Polachek,3,3,0
14,31,Rose City Band,3,3,0
14,32,Party Dozen,1,1,0
14,33,Zeta,2,2,0
14,34,Digable Planets,4,4,0
14,34,Kassa Overall,5,5,0
14,34,Vieux Farka Touré,1,1,0
14,35,All Them Witches,2,2,0
14,37,Deerhoof,1,1,0
14,42,JoyCut,1,1,0
14,44,Nabihah Iqbal,4,4,0
14,46,Spirit Award,5,5,0
14,47,Black Belt Eagle Scout,2,2,0
14,49,Youth Lagoon,1,1,0
14,50,The Budos Band,2,2,0
14,51,The Mountain Goats,3,3,0
15,3,Hania Rani,1,0,1
15,4,Ibibio Sound Machine,12,0,12
15,5,Julia Jacklin,1,0,1
15,7,King Gizzard & the Lizard Wizard,2,0,2
15,8,Amyl and The Sniffers,3,0,3
15,9,Otoboke Beaver,1,0,1
15,11,Spellling,2,0,2
15,12,Xenia Rubinos,3,0,3
15,12,tUnE-yArDs,13,0,13
15,13,Khruangbin,5,0,5
15,13,Say She She,4,0,4
15,14,beabadoobee,1,0,1
15,15,Duo Ruut,5,5,0
15,19,Luna,1,1,0
15,21,Pierre Kwenders,2,2,0
15,22,Sofi Tukker,1,1,0
15,23,Clinton Fearon,4,4,0
15,24,Viagra Boys,10,10,0
15,26,KAINA,3,3,0
15,27,Superchunk,2,2,0
15,29,Los Mirlos,1,1,0
15,30,Caroline Polachek,6,6,0
15,34,Digable Planets,13,13,0
15,34,Kassa Overall,11,11,0
15,34,Vieux Farka Touré,5,5,0
15,35,All Them Witches,7,7,0
15,37,Deerhoof,4,4,0
15,39,NONBINARY GIRLFRIEND,1,1,0
15,44,Nabihah Iqbal,4,4,0
15,46,Spirit Award,7,7,0
15,47,Black Belt Eagle Scout,4,4,0
15,49,Youth Lagoon,3,3,0
15,50,The Budos Band,3,3,0
15,51,The Mountain Goats,2,2,0
16,4,Ibibio Sound Machine,12,0,12
16,7,King Gizzard & the Lizard Wizard,5,0,5
16,11,Spellling,2,0,2
16,12,Xenia Rubinos,1,0,1
16,12,tUnE-yArDs,16,0,16
16,13,Khruangbin,5,0,5
16,13,Say She She,2,0,2
16,14,beabadoobee,5,0,5
16,16,MEULE,3,3,0
16,19,Luna,2,2,0
16,21,Pierre Kwenders,2,2,0
16,22,Sofi Tukker,1,1,0
16,23,Clinton Fearon,5,5,0
16,24,Live on KEXP,1,1,0
16,24,Viagra Boys,2,2,0
16,25,Mabe Fratti,1,1,0
16,26,KAINA,1,1,0
16,27,Superchunk,3,3,0
16,28,Austin TV,1,1,0
16,30,Caroline Polachek,7,7,0
16,31,Rose City Band,5,5,0
16,34,Digable Planets,8,8,0
16,34,High Pulp,1,1,0
16,34,Kassa Overall,6,6,0
16,35,All Them Witches,2,2,0
16,37,Deerhoof,1,1,0
16,38,Aynur,1,1,0
16,39,MAITA,1,1,0
16,39,NONBINARY GIRLFRIEND,1,1,0
16,41,The Halluci Nation,1,1,0
16,42,JoyCut,1,1,0
16,43,Tinariwen,1,1,0
16,44,Nabihah Iqbal,2,2,0
16,45,Tamikrest,1,1,0
16,46,Spirit Award,4,4,0
16,47,Black Belt Eagle Scout,4,4,0
16,50,The Budos Band,1,1,0
16,51,The Mountain Goats,1,1,0
17,3,Hania Rani,1,0,1
17,4,Ibibio Sound Machine,13,0,13
17,7,King Gizzard & the Lizard Wizard,8,0,8
17,8,Amyl and The Sniffers,1,0,1
17,11,Spellling,1,0,1
17,12,Xenia Rubinos,1,0,1
17,12,tUnE-yArDs,13,0,13
17,13,Khruangbin,9,0,9
17,14,beabadoobee,4,0,4
17,17,Danielle Ponder,5,5,0
17,18,Hibou,2,2,0
17,19,Luna,3,3,0
17,20,Şatellites,2,2,0
17,21,Pierre Kwenders,2,2,0
17,22,Sofi Tukker,3,3,0
17,23,Clinton Fearon,4,4,0
17,24,Live on KEXP,1,1,0
17,24,Viagra Boys,3,3,0
17,25,Mabe Fratti,1,1,0
17,26,KAINA,1,1,0
17,26,Sen Morimoto,1,1,0
17,27,Superchunk,1,1,0
17,28,Austin TV,1,1,0
17,30,Caroline Polachek,7,7,0
17,31,Rose City Band,5,5,0
17,32,Party Dozen,1,1,0
17,34,Digable Planets,6,6,0
17,34,High Pulp,1,1,0
17,34,Kassa Overall,2,2,0
17,35,All Them Witches,1,1,0
17,37,Deerhoof,2,2,0
17,39,MAITA,2,2,0
17,39,NONBINARY GIRLFRIEND,1,1,0
17,40,The Album Leaf,1,1,0
17,42,JoyCut,1,1,0
17,44,Nabihah Iqbal,5,5,0
17,45,Tamikrest,1,1,0
17,46,Spirit Award,7,7,0
17,47,Black Belt Eagle Scout,3,3,0
17,50,The Budos Band,2,2,0
17,51,The Mountain Goats,3,3,0
18,1,TEKE::TEKE,1,0,1
18,3,Hania Rani,1,0,1
18,4,Ibibio Sound Machine,12,0,12
18,5,Julia Jacklin,1,0,1
18,7,King Gizzard & the Lizard Wizard,8,0,8
18,8,Amyl and The Sniffers,1,0,1
18,8,Deathwish,1,0,1
18,9,Otoboke Beaver,2,0,2
18,11,Spellling,3,0,3
18,12,tUnE-yArDs,15,0,15
18,13,Khruangbin,10,0,10
18,13,Say She She,5,0,5
18,14,beabadoobee,3,0,3
18,18,Hibou,4,4,0
18,19,Luna,2,2,0
18,22,Sofi Tukker,6,6,0
18,23,Clinton Fearon,5,5,0
18,24,Viagra Boys,2,2,0
18,26,Sen Morimoto,3,3,0
18,27,Superchunk,4,4,0
18,29,Los Mirlos,1,1,0
18,30,Caroline Polachek,9,9,0
18,31,Rose City Band,8,8,0
18,34,Digable Planets,14,14,0
18,34,High Pulp feat. Daedelus,2,2,0
18,34,Kassa Overall,4,4,0
18,34,Vieux Farka Touré,1,1,0
18,35,All Them Witches,1,1,0
18,37,Deerhoof,6,6,0
18,38,Aynur,5,5,0
18,44,Nabihah Iqbal,15,15,0
18,45,Tamikrest,1,1,0
18,46,Spirit Award,9,9,0
18,47,Black Belt Eagle Scout,2,2,0
18,49,Youth Lagoon,1,1,0
18,50,The Budos Band,2,2,0
18,51,The Mountain Goats,3,3,0
19,1,TEKE::TEKE,7,0,7
19,4,Ibibio Sound Machine,8,0,8
19,5,Julia Jacklin,3,0,3
19,11,Spellling,3,0,3
19,12,Xenia Rubinos,3,0,3
19,12,tUnE-yArDs,14,0,14
19,13,Khruangbin,17,0,17
19,13,Say She She,3,0,3
19,14,beabadoobee,6,0,6
19,17,Danielle Ponder,3,0,3
19,19,Luna,8,8,0
19,20,Şatellites,2,2,0
19,21,Pierre Kwenders,2,2,0
19,22,Sofi Tukker,1,1,0
19,23,Clinton Fearon,5,5,0
19,24,Live on KEXP,1,1,0
19,24,Viagra Boys,3,3,0
19,26,Sen Morimoto,2,2,0
19,27,Superchunk,1,1,0
19,28,Austin TV,1,1,0
19,29,Los Mirlos,1,1,0
19,30,Caroline Polachek,7,7,0
19,31,Rose City Band,4,4,0
19,32,Party Dozen,1,1,0
19,34,Digable Planets,6,6,0
19,34,High Pulp,2,2,0
19,34,Kassa Overall,2,2,0
19,34,Vieux Farka Touré,1,1,0
19,37,Deerhoof,3,3,0
19,40,The Album Leaf,1,1,0
19,43,Tinariwen,2,2,0
19,44,Nabihah Iqbal,13,13,0
19,45,Tamikrest,1,1,0
19,46,Spirit Award,7,7,0
19,47,Black Belt Eagle Scout,8,8,0
19,48,47SOUL,1,1,0
19,50,The Budos Band,3,3,0
19,51,The Mountain Goats,6,6,0
20,1,TEKE::TEKE,4,0,4
20,2,Ethel Cain,3,0,3
20,4,Ibibio Sound Machine,5,0,5
20,5,Julia Jacklin,2,0,2
20,7,King Gizzard & the Lizard Wizard,4,0,4
20,8,Amyl and The Sniffers,2,0,2
20,9,Otoboke Beaver,1,0,1
20,12,Xenia Rubinos,3,0,3
20,12,tUnE-yArDs,9,0,9
20,13,Khruangbin,17,0,17
20,14,beabadoobee,4,0,4
20,17,Danielle Ponder,3,0,3
20,18,Hibou,1,0,1
20,19,Luna,1,0,1
20,20,Şatellites,10,10,0
20,21,Pierre Kwenders,2,2,0
20,22,Sofi Tukker,1,1,0
20,23,Clinton Fearon,3,3,0
20,24,Viagra Boys,2,2,0
20,25,Mabe Fratti,1,1,0
20,27,Superchunk,1,1,0
20,29,Los Mirlos,1,1,0
20,30,Caroline Polachek,5,5,0
20,31,Rose City Band,4,4,0
20,34,Digable Planets,4,4,0
20,34,Kassa Overall,4,4,0
20,37,Deerhoof,1,1,0
20,39,MAITA,4,4,0
20,39,NONBINARY GIRLFRIEND,2,2,0
20,40,The Album Leaf,1,1,0
20,42,JoyCut,1,1,0
20,43,Tinariwen,3,3,0
20,44,Nabihah Iqbal,7,7,0
20,45,Tamikrest,1,1,0
20,46,Spirit Award,16,16,0
20,47,Black Belt Eagle Scout,4,4,0
20,48,47SOUL,1,1,0
20,48,47Soul,1,1,0
20,49,Youth Lagoon,1,1,0
20,50,The Budos Band,1,1,0
20,51,The Mountain Goats,3,3,0
21,1,TEKE::TEKE,2,0,2
21,2,Ethel Cain,2,0,2
21,4,Ibibio Sound Machine,5,0,5
21,5,Julia Jacklin,2,0,2
21,6,Bandalos Chinos,1,0,1
21,7,King Gizzard & the Lizard Wizard,4,0,4
21,8,Amyl and The Sniffers,4,0,4
21,11,Spellling,2,0,2
21,12,Xenia Rubinos,3,0,3
21,12,tUnE-yArDs,8,0,8
21,13,Khruangbin,20,0,20
21,13,Say She She,2,0,2
21,14,beabadoobee,3,0,3
21,20,Şatellites,1,0,1
21,21,Branko feat. Pierre Kwenders,1,1,0
21,21,Pierre Kwenders,3,3,0
21,21,Pierre Kwenders ft. anaïs,1,1,0
21,22,Sofi Tukker,2,2,0
21,23,Clinton Fearon,2,2,0
21,24,Viagra Boys,4,4,0
21,30,Caroline Polachek,3,3,0
21,31,Rose City Band,4,4,0
21,34,Digable Planets,4,4,0
21,34,High Pulp feat. Daedelus,2,2,0
21,34,Kassa Overall,3,3,0
21,37,Deerhoof,2,2,0
21,39,MAITA,3,3,0
21,40,The Album Leaf,1,1,0
21,41,Jeremy Dutcher,4,4,0
21,41,The Halluci Nation,1,1,0
21,43,Tinariwen,5,5,0
21,44,Nabihah Iqbal,8,8,0
21,45,Tamikrest,1,1,0
21,46,Spirit Award,11,11,0
21,47,Black Belt Eagle Scout,2,2,0
21,50,The Budos Band,12,12,0
21,51,The Mountain Goats,2,2,0
22,1,TEKE::TEKE,1,0,1
22,2,Ethel Cain,2,0,2
22,4,Ibibio Sound Machine,6,0,6
22,5,Julia Jacklin,3,0,3
22,6,Bandalos Chinos,1,0,1
22,7,King Gizzard & the Lizard Wizard,5,0,5
22,8,Amyl and The Sniffers,4,0,4
22,9,Otoboke Beaver,1,0,1
22,10,Preoccupations,1,0,1
22,11,Spellling,6,0,6
22,12,Xenia Rubinos,3,0,3
22,12,tUnE-yArDs,9,0,9
22,13,Khruangbin,16,0,16
22,13,Say She She,1,0,1
22,14,beabadoobee,4,0,4
22,17,Danielle Ponder,1,0,1
22,19,Luna,2,0,2
22,21,Pierre Kwenders,2,0,2
22,22,Sofi Tukker,5,5,0
22,23,Clinton Fearon,8,8,0
22,24,Live on KEXP,1,1,0
22,24,Viagra Boys,6,6,0
22,25,Mabe Fratti,1,1,0
22,27,Superchunk,1,1,0
22,28,Austin TV,1,1,0
22,30,Caroline Polachek,3,3,0
22,31,Rose City Band,2,2,0
22,33,Zeta,1,1,0
22,34,Digable Planets,8,8,0
22,34,High Pulp feat. Daedelus,1,1,0
22,34,Kassa Overall,7,7,0
22,35,All Them Witches,2,2,0
22,37,Deerhoof,3,3,0
22,39,MAITA,3,3,0
22,39,NONBINARY GIRLFRIEND,5,5,0
22,40,The Album Leaf,1,1,0
22,41,Jeremy Dutcher,2,2,0
22,42,JoyCut,2,2,0
22,43,Tinariwen,7,7,0
22,44,Nabihah Iqbal,15,15,0
22,45,Tamikrest,2,2,0
22,46,Spirit Award,9,9,0
22,47,Black Belt Eagle Scout,8,8,0
22,50,The Budos Band,8,8,0
22,51,The Mountain Goats,3,3,0
23,4,Ibibio Sound Machine,7,0,7
23,5,Julia Jacklin,2,0,2
23,7,King Gizzard & the Lizard Wizard,6,0,6
23,8,Amyl and The Sniffers,1,0,1
23,9,Otoboke Beaver,1,0,1
23,11,Spellling,4,0,4
23,12,tUnE-yArDs,3,0,3
